FactTable
1, B, X, p1, b, 40, -33, 1800, 24
2571, A, X, psi, w, 31, 22, 2000, 51
2572, B, X, lri, a, 18, -22, 700, 90
2573, B, X, psi, a, 41, 22, 300, 64
2574, B, Y, lri, w, 33, 33, 1400, 114
2575, C, Y, p3, w, 16, 44, 1100, 49
2576, C, X, psi, a, 50, 99, 1400, 65
2577, A, Y, p1, a, 18, 0, 1200, 150
2578, A, X, psi, l, 20, 22, 1300, 90
2579, A, Y, p3, a, 37, 22, 900, 45
2580, A, Y, psi, l, 11, 22, 1600, 54
2581, B, Y, p1, b, 30, 66, 600, 8
2582, B, X, psi, w, 41, 33, 1900, 72
2583, A, Y, lri, a, 18, 88, 2000, 90
2584, A, Y, psi, l, 10, 11, 1000, 120
2585, A, Y, p1, a, 20, 88, 700, 9
2586, B, Y, psi, a, 6, 110, 200, 14
2587, A, X, p2, a, 1, 22, 1300, 50
2588, C, Y, p1, l, 12, -44, 1400, 119
2589, B, X, p1, a, 23, 44, 1800, 9
2590, A, Y, p3, a, 2, 88, 1500, 12
2591, A, X, p1, b, 46, -33, 1700, 14
2592, C, X, lri, a, 18, 0, 1200, 60
2593, B, Y, lri, a, 12, 33, 1800, 66
2594, A, Y, p1, a, 25, 33, 1600, 56
2595, A, X, p1, a, 41, 22, 1700, 160
2596, B, Y, p2, l, 30, -55, 300, 140
2597, C, Y, p2, w, 50, 0, 400, 35
2598, B, X, psi, l, 42, 99, 600, 49
2599, B, Y, psi, l, 8, -33, 1200, 88
2600, B, X, psi, b, 42, -33, 300, 28
2601, B, Y, p3, w, 18, -55, 1800, 9
2602, B, X, lri, w, 10, 22, 700, 60
2603, C, Y, p2, l, 28, -33, 600, 60
2604, C, Y, p3, b, 2, 55, 1700, 119
2605, B, X, p2, w, 1, 110, 1900, 35
2606, A, X, p3, a, 43, 33, 1400, 60
2607, B, Y, p2, w, 43, 99, 700, 21
2608, B, X, psi, l, 4, 33, 1100, 170
2609, B, Y, p3, l, 2, 110, 2000, 140
2610, B, X, p2, a, 23, 110, 900, 180
2611, A, X, p1, l, 14, 66, 1800, 96
2612, C, Y, psi, b, 27, 22, 1200, 57
2613, C, X, psi, b, 29, 33, 1300, 50
2614, C, Y, p1, b, 42, -11, 700, 36
2615, A, X, p2, w, 9, 11, 1400, 190
2616, C, X, lri, a, 28, 22, 600, 88
2617, B, X, lri, w, 17, 11, 600, 30
2618, C, X, lri, l, 17, -22, 800, 26
2619, B, X, psi, b, 7, 44, 2000, 112
2620, C, X, lri, b, 38, -11, 300, 78
2621, A, X, p3, b, 4, 77, 1300, 24
2622, C, X, p2, a, 22, -33, 1600, 28
2623, A, Y, p1, w, 17, -22, 800, 104
2624, B, Y, psi, b, 25, 55, 1400, 14
2625, B, X, p3, w, 21, 0, 800, 48
2626, B, X, p3, l, 4, -55, 800, 84
2627, C, X, lri, b, 33, -44, 1300, 120
2628, C, X, p2, b, 43, 66, 1900, 24
2629, C, Y, p1, a, 6, 55, 400, 70
2630, A, X, psi, l, 50, 55, 1900, 133
2631, A, Y, psi, w, 14, 99, 1100, 36
2632, B, Y, p3, b, 46, 77, 400, 72
2633, C, X, p2, w, 36, 66, 1200, 49
2634, A, Y, p3, b, 46, -22, 1100, 117
2635, C, X, p1, w, 19, -11, 1800, 160
2636, B, X, p3, b, 27, 44, 1800, 90
2637, B, X, p3, b, 16, 44, 1400, 144
2638, B, X, p3, w, 13, -55, 300, 119
2639, B, Y, p2, b, 46, 88, 1800, 144
2640, A, Y, psi, a, 27, 77, 600, 80
2641, B, X, psi, l, 17, 88, 600, 30
2642, C, X, p3, b, 26, 99, 200, 24
2643, A, X, p1, a, 44, 110, 1500, 70
2644, A, X, psi, l, 5, -11, 1000, 63
2645, C, X, psi, w, 35, -22, 700, 18
2646, C, X, p2, b, 9, -55, 600, 12
2647, B, Y, p2, b, 26, 22, 1700, 36
2648, C, X, psi, a, 43, -44, 400, 68
2649, B, Y, p3, a, 17, 66, 1600, 30
2650, C, X, p3, b, 28, 33, 900, 48
2651, A, X, p1, w, 8, 44, 400, 24
2652, A, Y, lri, b, 5, -44, 800, 60
2653, B, Y, p1, b, 35, -11, 1800, 7
2654, B, X, lri, a, 43, 66, 1400, 32
2655, B, Y, psi, a, 33, 55, 200, 162
2656, C, X, lri, w, 48, 0, 600, 36
2657, B, Y, p2, l, 22, -22, 1700, 40
2658, A, Y, p2, l, 21, 88, 2000, 120
2659, A, Y, p2, b, 17, -55, 700, 112
2660, C, Y, p2, a, 36, 66, 2000, 153
2661, C, X, psi, b, 18, -44, 900, 63
2662, A, Y, p1, a, 12, 66, 700, 7
2663, B, Y, p3, w, 47, -11, 1800, 190
2664, B, Y, p3, w, 40, 88, 600, 72
2665, B, X, lri, b, 8, 33, 200, 54
2666, C, Y, lri, b, 1, 0, 1600, 96
2667, C, X, lri, l, 47, 22, 1900, 119
2668, B, X, psi, l, 25, -11, 300, 108
2669, B, X, lri, w, 29, 99, 1700, 90
2670, A, Y, psi, b, 42, 33, 1600, 90
2671, A, Y, p1, a, 35, 0, 1600, 30
2672, A, X, p1, w, 18, 77, 900, 84
2673, C, Y, lri, a, 3, 33, 1600, 14
2674, A, Y, lri, w, 38, -11, 1700, 45
2675, C, X, psi, l, 34, 66, 300, 64
2676, C, Y, psi, w, 19, -11, 1000, 98
2677, B, Y, p1, a, 48, -55, 1200, 162
2678, A, X, p2, w, 42, -33, 1500, 96
2679, B, X, lri, l, 30, 0, 1400, 98
2680, B, Y, p1, w, 30, 88, 100, 48
2681, C, Y, psi, w, 10, 22, 800, 133
2682, B, Y, p1, w, 39, 88, 1500, 60
2683, B, Y, lri, w, 43, -22, 800, 80
2684, C, Y, lri, a, 42, 0, 2000, 126
2685, C, Y, p1, l, 22, -55, 800, 171
2686, B, X, psi, l, 47, -11, 1300, 120
2687, A, X, lri, w, 24, -11, 1400, 17
2688, B, X, lri, b, 32, -44, 1400, 56
2689, C, X, lri, a, 5, 11, 2000, 162
2690, B, Y, lri, l, 18, 0, 700, 24
2691, C, X, p3, b, 30, 88, 800, 120
2692, A, X, p3, w, 34, -33, 600, 144
2693, C, X, lri, a, 4, -11, 800, 170
2694, A, Y, lri, w, 11, 66, 600, 20
2695, B, X, p2, b, 21, 33, 500, 128
2696, A, Y, lri, w, 39, 88, 300, 84
2697, A, Y, p2, a, 44, 44, 800, 160
2698, C, X, psi, l, 16, 44, 1800, 112
2699, A, X, lri, a, 42, 33, 1400, 180
2700, B, X, p3, l, 33, 33, 1100, 64
2701, B, Y, lri, l, 27, 33, 900, 126
2702, B, X, psi, w, 23, 77, 1300, 112
2703, A, X, p2, l, 29, -11, 1000, 20
2704, B, Y, psi, b, 34, 11, 1800, 48
2705, B, Y, p2, a, 1, 77, 1000, 126
2706, B, Y, p3, w, 19, -33, 1200, 36
2707, B, Y, lri, w, 38, -11, 100, 130
2708, A, X, p3, l, 39, 11, 300, 6
2709, B, X, p1, a, 1, 66, 600, 70
2710, A, Y, psi, w, 14, -33, 400, 114
2711, C, X, lri, w, 11, -55, 1700, 27
2712, B, X, lri, a, 34, 99, 1500, 84
2713, B, X, p1, w, 45, 77, 1700, 117
2714, B, Y, psi, w, 45, -11, 1300, 64
2715, A, Y, p3, w, 26, -22, 1900, 48
2716, C, Y, p3, b, 4, -55, 1500, 26
2717, C, X, lri, a, 18, 66, 200, 180
2718, A, X, lri, b, 5, 33, 1800, 120
2719, A, X, psi, a, 36, -44, 200, 114
2720, A, X, psi, w, 12, 11, 1900, 12
2721, B, Y, p1, b, 25, 22, 1700, 45
2722, C, X, p1, b, 41, -22, 900, 21
2723, A, X, lri, a, 23, 66, 700, 130
2724, A, X, p2, w, 6, 99, 1500, 48
2725, C, X, p3, l, 50, -33, 800, 6
2726, C, X, psi, l, 46, 55, 800, 60
2727, B, Y, psi, w, 41, 77, 1500, 12
2728, C, Y, lri, b, 22, 88, 1800, 64
2729, B, X, p2, l, 35, 77, 300, 36
2730, C, X, p2, l, 34, 110, 1800, 171
2731, A, Y, p3, b, 2, -33, 1800, 36
2732, B, X, p2, a, 7, 66, 2000, 12
2733, A, Y, lri, b, 13, 22, 400, 30
2734, A, X, p2, a, 19, 66, 1400, 80
2735, A, X, p3, b, 29, -11, 800, 72
2736, C, Y, p3, w, 16, 77, 1600, 15
2737, C, Y, p3, b, 43, -22, 400, 96
2738, B, X, psi, b, 34, 99, 900, 96
2739, C, Y, psi, w, 2, -11, 1200, 14
2740, A, X, lri, w, 33, -22, 1900, 96
2741, A, X, psi, a, 23, 55, 400, 130
2742, C, X, p1, l, 19, 11, 1200, 14
2743, A, X, lri, b, 38, 22, 900, 48
2744, A, Y, lri, a, 46, 22, 300, 80
2745, C, Y, lri, a, 39, -22, 1700, 96
2746, B, X, psi, w, 26, 33, 200, 80
2747, A, Y, p1, a, 50, 0, 1100, 30
2748, B, Y, p2, w, 26, -11, 200, 52
2749, A, Y, p3, l, 34, -22, 2000, 72
2750, C, X, p3, l, 11, 66, 300, 80
2751, A, X, p1, w, 26, -33, 1000, 24
2752, B, X, psi, w, 22, -33, 500, 114
2753, A, X, p2, l, 2, 77, 1300, 80
2754, C, Y, p1, w, 1, 77, 1800, 10
2755, C, Y, p2, w, 42, 22, 1300, 18
2756, A, Y, lri, w, 20, 0, 1700, 44
2757, B, X, p3, l, 8, 99, 1000, 42
2758, B, X, lri, w, 11, 99, 600, 24
2759, C, Y, p2, a, 39, 55, 200, 54
2760, C, X, psi, w, 39, 110, 1600, 24
2761, B, Y, psi, l, 22, -55, 1200, 112
2762, B, Y, lri, l, 30, -33, 1000, 68
2763, A, Y, p3, b, 19, 11, 400, 119
2764, C, Y, p3, b, 12, 77, 2000, 140
2765, A, Y, psi, w, 31, 44, 1700, 170
2766, A, Y, p1, b, 23, -22, 600, 7
2767, C, X, p1, l, 8, 110, 1500, 12
2768, C, Y, p3, l, 26, 44, 2000, 20
2769, B, Y, psi, b, 6, 55, 1800, 171
2770, A, X, p2, b, 19, -11, 500, 114
2771, A, X, lri, l, 29, 66, 1300, 80
2772, B, Y, p1, w, 37, -55, 400, 36
2773, C, Y, lri, w, 17, 0, 1800, 144
2774, A, Y, lri, l, 10, 77, 1500, 30
2775, C, Y, p1, w, 6, 88, 1900, 22
2776, B, Y, p2, w, 17, 88, 1100, 11
2777, B, X, p1, b, 19, 22, 800, 160
2778, B, X, psi, b, 8, 66, 600, 72
2779, A, X, p2, l, 15, -33, 300, 48
2780, A, X, p2, l, 21, -11, 1800, 42
2781, A, Y, p2, a, 30, -22, 900, 98
2782, A, X, p2, b, 18, 99, 900, 9
2783, A, X, p1, l, 25, 77, 200, 102
2784, C, X, p2, l, 29, 0, 1000, 16
2785, C, X, p1, w, 24, -55, 1700, 88
2786, B, Y, p2, b, 40, -33, 1400, 60
2787, B, X, p2, b, 21, 99, 900, 22
2788, A, X, p1, l, 4, 66, 2000, 105
2789, A, X, p3, b, 12, -22, 300, 42
2790, B, Y, p1, b, 3, -33, 2000, 64
2791, B, Y, p3, w, 16, 55, 100, 36
2792, A, X, p1, w, 6, 0, 1800, 133
2793, B, X, p1, w, 17, -11, 1600, 104
2794, B, Y, lri, l, 29, 66, 700, 80
2795, A, X, lri, a, 16, 0, 200, 90
2796, B, Y, psi, b, 8, 44, 1100, 54
2797, C, X, lri, a, 24, 88, 600, 26
2798, A, X, psi, a, 24, -11, 600, 10
2799, A, X, psi, b, 8, 22, 800, 114
2800, A, X, lri, b, 26, 11, 1300, 72
2801, A, Y, lri, l, 35, 88, 1900, 60
2802, C, X, p1, l, 23, 77, 200, 68
2803, B, Y, p3, a, 37, 11, 700, 162
2804, A, X, lri, a, 26, -55, 1200, 119
2805, B, X, psi, w, 15, 22, 1500, 63
2806, A, Y, p1, b, 4, -22, 100, 33
2807, C, Y, p3, a, 15, 55, 1000, 144
2808, A, X, p1, a, 7, -22, 1600, 96
2809, B, X, p2, a, 37, -55, 900, 180
2810, B, Y, p3, a, 41, 44, 1200, 9
2811, C, X, lri, l, 2, -55, 400, 45
2812, C, Y, p1, a, 23, 33, 1400, 90
2813, A, Y, p2, a, 35, 44, 700, 11
2814, B, X, p2, b, 9, 88, 1800, 12
2815, C, X, p2, l, 47, 99, 1000, 90
2816, C, X, lri, b, 10, 66, 100, 56
2817, A, Y, p1, l, 41, 66, 1100, 128
2818, A, Y, p2, a, 31, 11, 500, 27
2819, A, Y, lri, w, 12, 0, 500, 80
2820, A, Y, psi, w, 26, 22, 2000, 70
2821, C, Y, p3, b, 11, 110, 1500, 96
2822, C, Y, p1, w, 31, 110, 400, 80
2823, C, X, psi, a, 28, -11, 900, 18
2824, B, Y, p1, l, 33, 0, 900, 81
2825, B, X, p3, l, 38, -11, 1000, 160
2826, A, X, lri, b, 18, -33, 800, 56
2827, C, Y, p2, w, 21, -22, 1000, 66
2828, A, Y, p2, b, 40, 44, 200, 133
2829, B, X, psi, w, 12, 77, 800, 48
2830, A, X, psi, l, 40, -55, 2000, 13
2831, A, X, p2, w, 23, 11, 300, 72
2832, C, X, psi, w, 3, 66, 800, 26
2833, A, Y, p2, b, 4, 22, 400, 18
2834, A, Y, psi, w, 19, 11, 100, 26
2835, A, X, p1, w, 25, -11, 1900, 78
2836, A, Y, lri, l, 16, 110, 900, 133
2837, A, Y, p2, l, 48, 0, 1200, 84
2838, B, X, psi, b, 3, 11, 100, 16
2839, B, Y, p1, b, 13, -55, 700, 52
2840, C, Y, lri, w, 1, 33, 1200, 70
2841, A, Y, lri, a, 32, 77, 1400, 40
2842, C, X, lri, b, 1, 33, 1700, 18
2843, B, Y, p3, b, 50, 11, 1300, 30
2844, A, Y, lri, b, 40, -55, 600, 54
2845, A, Y, lri, l, 20, 66, 1900, 80
2846, C, X, psi, l, 45, -33, 1300, 105
2847, B, Y, p1, a, 5, 88, 500, 40
2848, B, X, lri, w, 45, -55, 700, 133
2849, A, X, psi, w, 36, 33, 800, 55
2850, C, X, lri, w, 14, -11, 1400, 90
2851, A, Y, psi, l, 27, -55, 700, 24
2852, A, Y, p1, a, 30, 0, 500, 12
2853, A, Y, psi, w, 11, 55, 1500, 130
2854, A, X, lri, l, 46, -33, 100, 63
2855, B, Y, p2, a, 50, -44, 1300, 105
2856, C, Y, p2, b, 30, 88, 900, 108
2857, C, Y, p3, w, 21, 0, 700, 49
2858, B, X, lri, b, 19, 77, 1400, 90
2859, A, X, p2, w, 5, 99, 200, 144
2860, A, X, lri, a, 40, 44, 1100, 126
2861, A, Y, lri, l, 47, -22, 1000, 36
2862, A, Y, p3, a, 31, -11, 400, 21
2863, B, X, lri, a, 49, 66, 1000, 30
2864, A, Y, lri, b, 36, 44, 1300, 170
2865, C, Y, lri, b, 48, -22, 500, 66
2866, C, Y, p2, w, 19, 110, 1400, 100
2867, A, X, p2, b, 4, 66, 1100, 15
2868, B, Y, lri, w, 26, -55, 1000, 95
2869, A, X, p3, a, 46, -22, 100, 66
2870, C, Y, lri, w, 28, 44, 2000, 126
2871, A, X, p3, a, 34, 99, 1600, 90
2872, C, Y, p1, a, 14, -22, 200, 18
2873, A, Y, p3, a, 7, 99, 1800, 70
2874, B, Y, lri, w, 29, 110, 400, 18
2875, B, X, p3, w, 50, 33, 600, 152
2876, B, Y, p3, w, 38, 33, 1500, 66
2877, A, X, p3, w, 40, 88, 700, 84
2878, B, Y, lri, b, 37, 77, 300, 112
2879, B, Y, p2, b, 4, 11, 1800, 17
2880, B, X, p3, l, 32, 77, 1600, 63
2881, B, Y, p2, w, 40, -55, 1600, 56
2882, A, X, p2, l, 18, 0, 1700, 30
2883, A, X, p2, b, 12, -44, 1700, 13
2884, C, X, lri, w, 27, -44, 800, 162
2885, C, Y, p1, a, 11, 44, 800, 55
2886, C, Y, lri, w, 22, 99, 1500, 48
2887, A, X, p2, w, 46, -55, 800, 14
2888, C, Y, psi, l, 46, 22, 1900, 30
2889, A, X, lri, b, 27, -33, 1700, 48
2890, C, X, p1, l, 42, -55, 1300, 24
2891, A, Y, psi, l, 44, 55, 1600, 32
2892, B, X, p1, w, 10, -55, 1900, 63
2893, A, Y, p3, b, 18, 44, 600, 13
2894, B, X, p2, l, 32, -22, 400, 162
2895, C, X, p1, w, 17, 66, 1200, 42
2896, C, X, psi, l, 47, 77, 1000, 38
2897, B, X, p2, a, 9, 110, 500, 81
2898, B, Y, lri, a, 20, 99, 200, 27
2899, B, Y, psi, a, 2, 77, 800, 90
2900, A, Y, p3, w, 25, 66, 300, 60
2901, A, Y, p2, b, 21, 0, 500, 10
2902, A, X, lri, b, 32, 33, 300, 18
2903, A, X, lri, w, 35, 55, 1200, 144
2904, B, X, p2, l, 34, -11, 100, 90
2905, B, Y, p1, l, 16, -55, 1300, 57
2906, B, Y, psi, a, 35, -55, 1200, 36
2907, B, X, p2, b, 34, -11, 1900, 128
2908, B, X, p2, w, 18, 88, 800, 8
2909, B, X, p2, w, 49, 66, 1200, 28
2910, A, X, p2, w, 34, 55, 600, 32
2911, C, Y, p2, a, 33, -33, 1600, 77
2912, B, Y, lri, w, 42, -33, 600, 190
2913, A, Y, psi, a, 7, -11, 1200, 40
2914, B, X, p1, l, 42, 55, 1400, 33
2915, C, X, lri, w, 35, -33, 1100, 50
2916, A, Y, psi, a, 11, -33, 800, 16
2917, A, Y, p3, w, 6, 110, 1400, 104
2918, A, X, p3, a, 40, 11, 1000, 171
2919, C, X, psi, l, 38, 110, 2000, 45
2920, A, X, p3, l, 48, 44, 1900, 40
2921, B, Y, p2, b, 20, 44, 1600, 30
2922, A, X, p2, b, 41, 66, 1900, 12
2923, C, Y, p3, b, 8, 22, 1400, 16
2924, A, X, p1, b, 32, 0, 2000, 51
2925, B, Y, p2, b, 21, 99, 200, 15
2926, A, Y, p2, l, 5, -55, 600, 20
2927, A, X, p3, w, 34, -11, 1000, 76
2928, B, X, psi, b, 4, 77, 500, 75
2929, A, Y, p1, a, 10, -33, 1000, 52
2930, C, Y, p3, l, 32, 110, 400, 90
2931, C, X, p3, l, 48, 22, 300, 120
2932, C, Y, psi, w, 20, 110, 1400, 6
2933, A, Y, p2, l, 17, 99, 700, 44
2934, C, X, p3, a, 27, 55, 1200, 88
2935, B, X, lri, w, 12, 0, 1000, 20
2936, A, Y, p2, a, 33, 22, 600, 60
2937, A, Y, psi, b, 37, -11, 1500, 24
2938, C, X, p1, a, 45, -11, 900, 126
2939, C, X, p1, l, 19, 11, 1200, 126
2940, B, Y, psi, w, 30, 44, 400, 39
2941, A, X, psi, a, 50, 88, 700, 28
2942, A, Y, lri, l, 3, -44, 300, 48
2943, A, X, lri, l, 43, 88, 500, 32
2944, A, Y, lri, a, 20, 0, 1200, 34
2945, C, X, p3, a, 44, 77, 600, 78
2946, C, X, lri, w, 42, 44, 2000, 85
2947, A, X, p3, w, 5, -11, 1800, 102
2948, C, X, p2, l, 5, 11, 600, 35
2949, A, X, lri, a, 31, 33, 700, 56
2950, C, X, lri, a, 8, -55, 100, 38
2951, A, X, lri, b, 17, 110, 100, 136
2952, A, X, p1, w, 40, -11, 1600, 80
2953, B, Y, lri, a, 47, 11, 1500, 60
2954, C, X, p3, l, 35, 99, 1300, 180
2955, C, Y, p1, a, 24, 55, 1900, 42
2956, B, Y, p3, l, 13, 66, 1400, 84
2957, B, Y, psi, b, 46, 88, 600, 133
2958, A, X, p2, b, 2, 77, 1500, 63
2959, B, Y, psi, l, 36, 66, 2000, 42
2960, A, Y, p1, w, 34, 77, 1900, 96
2961, B, X, p3, a, 47, 22, 1500, 24
2962, C, Y, p3, a, 38, -11, 200, 72
2963, C, X, psi, w, 47, 77, 1000, 13
2964, C, Y, lri, w, 48, 11, 900, 9
2965, B, Y, psi, l, 8, 99, 700, 99
2966, B, X, p3, b, 28, 11, 300, 16
2967, B, X, p1, a, 29, 88, 600, 18
2968, A, X, p1, l, 16, -11, 1700, 105
2969, C, Y, p1, a, 29, -55, 1100, 110
2970, C, X, p1, a, 38, 110, 200, 96
2971, C, X, psi, b, 47, 99, 1300, 72
2972, B, Y, lri, b, 17, 55, 1500, 90
2973, A, Y, psi, a, 16, 22, 900, 12
2974, C, X, p2, a, 38, 77, 100, 66
2975, B, X, lri, l, 22, 88, 100, 18
2976, A, Y, lri, a, 32, 55, 700, 32
2977, A, Y, p1, l, 9, -22, 800, 78
2978, A, X, p2, l, 47, -11, 1500, 75
2979, B, Y, p3, a, 7, 55, 300, 33
2980, C, Y, lri, l, 3, -11, 1700, 72
2981, A, Y, p2, w, 36, 0, 500, 72
2982, C, X, lri, l, 9, -11, 400, 72
2983, A, X, lri, l, 1, 55, 1700, 36
2984, A, Y, p3, l, 28, 99, 1600, 96
2985, C, Y, p2, a, 11, 33, 1700, 36
2986, B, Y, psi, a, 36, -55, 1000, 105
2987, C, Y, psi, w, 39, -55, 900, 36
2988, C, X, p1, a, 20, 66, 1500, 63
2989, B, X, psi, w, 15, 110, 1300, 10
2990, B, Y, lri, w, 50, -44, 1700, 11
2991, A, X, psi, a, 26, 11, 1300, 32
2992, B, X, lri, l, 5, -22, 900, 72
2993, C, Y, psi, a, 24, 33, 2000, 54
2994, C, Y, p2, b, 44, 33, 1500, 22
2995, A, X, p2, a, 27, 99, 700, 55
2996, C, Y, p1, a, 29, -11, 800, 160
2997, A, X, p1, w, 46, -44, 1400, 7
2998, B, X, p2, w, 19, 0, 1300, 63
2999, B, Y, p1, l, 36, 33, 200, 96
3000, A, Y, psi, w, 25, 110, 1900, 45
3001, B, Y, p3, l, 26, 77, 1500, 54
3002, B, X, p3, l, 47, 0, 800, 54
3003, B, X, psi, w, 13, 33, 1200, 7
3004, C, Y, p2, l, 8, 99, 100, 26
3005, B, Y, psi, b, 35, 33, 1300, 128
3006, B, Y, lri, b, 49, 88, 1400, 30
3007, A, X, lri, w, 9, -33, 300, 90
3008, B, X, p1, l, 42, 77, 2000, 30
3009, B, Y, p3, a, 26, -44, 100, 171
3010, A, X, psi, a, 29, -55, 500, 6
3011, B, Y, p2, l, 27, 55, 800, 51
3012, C, Y, p2, w, 15, 0, 1200, 35
3013, B, Y, lri, a, 13, 0, 100, 36
3014, A, X, p3, b, 14, -33, 200, 114
3015, B, X, lri, a, 17, 66, 1200, 105
3016, A, Y, p1, l, 37, 77, 500, 51
3017, A, Y, psi, l, 15, 66, 1400, 64
3018, A, X, p1, a, 5, 0, 1400, 64
3019, C, X, p3, w, 41, 110, 1100, 20
3020, C, X, lri, a, 3, 55, 600, 120
3021, B, Y, lri, a, 22, 22, 800, 128
3022, C, X, lri, w, 25, -22, 1400, 126
3023, A, X, p1, a, 33, -22, 1300, 24
3024, A, X, p1, l, 13, 99, 1700, 117
3025, B, Y, p1, w, 15, -44, 900, 42
3026, B, Y, lri, w, 29, -44, 1700, 81
3027, C, X, p1, a, 27, -11, 1900, 60
3028, C, Y, p1, l, 34, 33, 900, 128
3029, B, X, lri, l, 1, 44, 600, 36
3030, A, X, p1, a, 28, 77, 100, 102
3031, B, Y, psi, l, 36, -33, 2000, 39
3032, C, Y, p1, a, 18, -55, 1500, 117
3033, A, Y, p1, w, 15, -11, 600, 24
3034, A, Y, p2, w, 18, 66, 1800, 35
3035, A, Y, lri, a, 7, 33, 1400, 88
3036, A, X, p2, w, 42, -33, 1200, 72
3037, C, X, p3, a, 9, 55, 300, 42
3038, A, Y, psi, l, 4, 55, 700, 32
3039, C, Y, p3, b, 41, 22, 1300, 170
3040, A, X, p3, w, 48, 44, 400, 90
3041, B, Y, p3, l, 24, 11, 1200, 99
3042, A, X, lri, l, 8, 33, 900, 130
3043, B, Y, p2, w, 49, 44, 1300, 72
3044, B, X, lri, w, 44, -44, 600, 60
3045, B, Y, p1, a, 27, -44, 200, 133
3046, C, Y, p3, w, 20, 88, 1100, 120
3047, A, Y, p2, b, 12, 33, 1900, 190
3048, A, Y, p1, w, 50, -44, 1900, 130
3049, B, Y, p1, b, 2, -33, 1800, 117
3050, B, Y, lri, b, 42, 33, 2000, 60
3051, A, X, lri, a, 12, 11, 200, 96
3052, C, X, p3, b, 13, 55, 1100, 38
3053, A, Y, lri, l, 12, 88, 1400, 16
3054, A, X, psi, a, 24, -22, 1900, 15
3055, A, X, p2, b, 1, 0, 1900, 12
3056, C, X, p2, w, 24, 110, 300, 35
3057, C, X, p2, w, 23, 66, 1000, 21
3058, C, Y, psi, w, 17, 110, 400, 36
3059, A, X, p1, a, 33, 0, 1600, 17
3060, C, X, lri, l, 13, -55, 1500, 68
3061, B, X, p1, b, 8, -22, 1100, 150
3062, A, Y, p3, a, 30, 44, 600, 16
3063, B, X, p1, l, 31, -55, 100, 36
3064, C, X, p3, b, 12, 88, 1700, 7
3065, B, Y, p3, w, 21, 99, 500, 152
3066, C, X, p1, w, 16, 110, 1700, 114
3067, A, X, psi, a, 34, 11, 1800, 65
3068, B, X, p1, l, 9, 33, 1200, 9
3069, B, Y, p2, a, 14, -55, 1300, 52
3070, C, Y, p1, w, 48, 11, 300, 27
3071, C, X, p3, a, 18, 11, 1100, 117
3072, B, X, p1, w, 43, -11, 2000, 140
3073, C, X, psi, a, 42, 44, 1500, 104
3074, A, X, p1, w, 40, 99, 500, 42
3075, C, X, p3, a, 36, 11, 100, 153
3076, A, X, lri, b, 33, 0, 2000, 14
3077, A, X, p3, l, 21, 55, 1400, 126
3078, C, X, p2, b, 36, 99, 1500, 130
3079, C, X, psi, b, 44, -55, 500, 57
3080, C, X, p3, a, 2, 33, 1400, 102
3081, C, X, psi, b, 14, 22, 1700, 8
3082, C, X, psi, a, 37, 66, 1100, 38
3083, B, Y, p2, b, 22, 77, 500, 18
3084, A, Y, lri, w, 17, -33, 1200, 36
3085, C, X, psi, w, 50, 0, 1700, 144
3086, A, X, p3, l, 4, 77, 500, 17
3087, B, X, lri, a, 31, 0, 1900, 88
3088, B, Y, p3, w, 9, 77, 400, 54
3089, A, Y, p1, l, 33, 44, 1400, 99
3090, C, Y, p2, l, 48, 22, 1100, 80
3091, B, X, p2, a, 26, 77, 800, 108
3092, C, X, p1, w, 7, -44, 1100, 42
3093, C, Y, p1, w, 36, 0, 1200, 39
3094, B, X, p1, b, 37, 22, 1400, 117
3095, C, X, p2, w, 16, 11, 1500, 11
3096, A, Y, psi, b, 5, 110, 900, 48
3097, A, Y, p1, b, 9, 77, 800, 80
3098, A, Y, p1, l, 46, 22, 1300, 60
3099, B, X, psi, a, 24, 66, 1700, 126
3100, A, X, p3, w, 4, -44, 1400, 114
3101, C, X, p3, a, 35, -55, 200, 130
3102, B, Y, lri, a, 7, 66, 1700, 105
3103, C, X, p2, l, 44, -44, 300, 56
3104, C, Y, p1, a, 44, -22, 600, 108
3105, A, X, psi, l, 20, 44, 1900, 14
3106, C, X, p3, w, 21, 33, 400, 27
3107, A, Y, p3, l, 5, -33, 2000, 32
3108, C, Y, p1, w, 11, 88, 1900, 99
3109, A, Y, lri, w, 14, 88, 500, 36
3110, A, Y, p1, l, 21, -22, 300, 90
3111, B, Y, lri, l, 8, -33, 1200, 66
3112, B, Y, p1, a, 17, 88, 900, 42
3113, C, Y, lri, a, 37, -11, 800, 85
3114, A, X, p3, a, 38, 77, 900, 150
3115, B, X, p3, b, 15, 33, 400, 100
3116, A, X, p3, l, 43, 33, 1800, 56
3117, B, X, psi, a, 34, 55, 1500, 84
3118, C, Y, p2, l, 27, 88, 600, 114
3119, C, Y, p3, a, 38, -44, 400, 136
3120, B, X, p2, a, 12, 44, 1000, 22
3121, B, X, psi, w, 45, 55, 1900, 72
3122, A, Y, psi, w, 11, 99, 900, 24
3123, B, X, p2, a, 24, -22, 100, 80
3124, B, X, lri, l, 16, 44, 100, 30
3125, B, Y, psi, a, 7, 110, 1900, 8
3126, A, X, lri, a, 5, 44, 1400, 24
3127, C, Y, psi, a, 24, 88, 1800, 162
